Id,risk_score,decision_threshold,is_actionable,risk_band,model_version,scoring_timestamp,missing_columns_filled,extra_columns_dropped,column_alignment_warning,recommended_action
5018,0.289203114355698,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
34207,0.2826761562962345,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
9568,0.2740875909970542,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
13848,0.2708243721761279,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
4104,0.2675921254540941,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
27071,0.2644655157357953,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
39786,0.2627699110192231,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
39787,0.2627699110192231,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
29981,0.2571494324888416,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
12366,0.25636848708538895,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
37276,0.256281868416076,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
33925,0.2520732161827909,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
4998,0.2410664308392784,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
11864,0.24018081139690894,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
3585,0.24018077293280385,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
9310,0.2362658279660583,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
1350,0.23540006931471927,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
18730,0.23362866838202243,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
41347,0.23213564501574166,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
13834,0.22670224522990667,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
35249,0.22564619633486532,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
11575,0.22494864525543606,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
41186,0.21701141328323342,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
35072,0.21615002130594005,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
38932,0.21532060943304832,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
18100,0.21263279115537692,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
1793,0.2121291415731603,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
11698,0.21145991729109476,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
7944,0.2097301484276077,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
21755,0.2087917880633702,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
29503,0.20841211557784622,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
29501,0.20841211557784622,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
9185,0.20702603454640078,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
7018,0.2066560307995579,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
10850,0.2054784086335744,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
29688,0.20406459820159006,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
16409,0.2035042534866374,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
23897,0.20314066161265665,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
1250,0.20309951988923458,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
37314,0.20219372446945844,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
7529,0.2017774453981302,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
40572,0.2015281753305618,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
44685,0.19919139115726237,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
31344,0.19709321274293076,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
12280,0.1966901414619466,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
29538,0.19489009428283816,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
23821,0.19286220906267193,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
16676,0.1904458552278904,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
41402,0.1898449611230779,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
27806,0.1855636664736776,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
2347,0.18407048954067254,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
9391,0.18314241363473643,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
29275,0.17728262323787836,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
28101,0.17645107977225516,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
21532,0.1740428929637898,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
31609,0.17341132753517688,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
25355,0.1684406676764648,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
8389,0.16805348756920485,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
20925,0.16677711910204657,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
25373,0.16583753053175776,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
39653,0.16436813754577972,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
34968,0.16237110933399185,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
38011,0.16076526437728728,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
9401,0.15827988029056553,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
41862,0.15754073287485595,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
41016,0.1558971661390269,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
16113,0.1537851887162843,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
26379,0.15119178327252128,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
39313,0.14931184580624643,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
34150,0.14863375409764137,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
32357,0.14791710710723477,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
5919,0.14761292058015218,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
32063,0.1470354255497351,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
3527,0.14692680181771633,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
28188,0.14034978193346065,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
21124,0.13972955862531272,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
10212,0.13637541799750988,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
11382,0.13201035159972369,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
20938,0.13113733091588686,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
41223,0.12284522319222047,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
42847,0.12194559819408549,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
7556,0.12188863016898346,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
1053,0.11779174825359866,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
17786,0.11768941245033417,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
41865,0.11542985786379772,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
43760,0.11314469085590889,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
45076,0.11201053892949617,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
9406,0.1115806170945496,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
27286,0.10690437560925484,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
22728,0.10618847685443848,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
8051,0.1010393701897234,0.01,True,Medium risk: monitor,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Monitor
33821,0.09717041300399304,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
21169,0.09665953464049934,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
44371,0.09596509219476701,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
30370,0.09548562908512308,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
21153,0.09473695443126123,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
12812,0.08784209974841303,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
44375,0.08732750728815318,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
9368,0.0822512683701751,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
4978,0.08108910323673872,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
42646,0.07938572543101444,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
27145,0.07845188436274797,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
27147,0.07845188436274797,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
27146,0.07845188436274797,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
23559,0.07691210322931008,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
53438,0.07423714340756156,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
31338,0.06947503410566912,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
31339,0.06947503410566912,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
6310,0.06232673966362481,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
56474,0.0620667091627636,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
40151,0.04975974480211178,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
5974,0.037825648183417715,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
5975,0.037825648183417715,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
51248,0.036867140989896484,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
45597,0.03547888989306801,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
53432,0.03493149857857193,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
12558,0.034698807359179844,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
58438,0.03138434710778392,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
53066,0.030147776355900283,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
50698,0.027485852007374127,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
54501,0.02649754939776833,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
54399,0.02282965501309469,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
53662,0.022540409059366648,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
53349,0.02201180917051453,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
52103,0.021922270050350183,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
49402,0.020829184016677157,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
45404,0.020781406050723168,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
21696,0.019905535421185314,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
47226,0.019827235042902562,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
45381,0.019263458372985723,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
46457,0.019046561403883444,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
7414,0.018309887640723825,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
7415,0.018309887640723825,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
44866,0.018106016529766553,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
51113,0.017766657638013415,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
51122,0.015740680168746513,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
53439,0.015617596607417692,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
49474,0.015464982970325414,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
49475,0.015464982970325414,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
4728,0.014972639955128009,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
12450,0.014835004881147154,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
47765,0.014530527215270494,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
48601,0.01440110847130214,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
11907,0.014176578024765027,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
10780,0.014135452741600614,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
45670,0.014124811881802373,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
54663,0.01388191621127547,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
54702,0.01349127045804479,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
57950,0.013150977507044189,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
57910,0.012997923689118087,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
50711,0.012888664568968538,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
59300,0.012864894251917763,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
8779,0.012834625226286547,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
14943,0.012459954507015755,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
45401,0.012283411005953912,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
50643,0.012216574595624917,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
52844,0.012192843532280269,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
58712,0.012127623960597437,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
17956,0.012052121235403482,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
13828,0.011719181437013986,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
55855,0.011381807245170454,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
46351,0.011286112227753307,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
48485,0.010933226016554285,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
55035,0.010894492778796687,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
27786,0.010633090510187886,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
53102,0.0106313724383779,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
58600,0.01054165313948808,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
55559,0.010502836857656099,0.01,True,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
